time,velocity
20.97821344,4.722845807
21,4.828032
21.00413642,4.847337078
21.01240926,4.885947235
21.0206821,4.924557392
21.02983257,4.967263512
21.03898304,5.009969631
21.0481335,5.052675751
21.05728397,5.09538187
21.07181178,5.163184582
21.08633959,5.230987294
21.1008674,5.298790006
21.11539521,5.366592718
21.12992302,5.43439543
21.14465762,5.503163221
21.15939221,5.571931012
21.17412681,5.640698803
21.1888614,5.709466595
21.20653891,5.791969246
21.22421642,5.874471897
21.24189392,5.956974549
21.26326533,6.056716985
21.28908828,6.177235197
21.30960792,6.273002372
21.33550142,6.39384987
21.36139492,6.514697368
21.38728842,6.635544866
21.43005739,6.83515183
21.46014319,6.975565183
21.5,7.1615808
21.51008362,7.20864202
21.53025085,7.30276446
21.56989864,7.487804574
21.60954643,7.672844688
21.68657068,8.03232439
21.74367209,8.298822241
21.84367209,8.765532001
21.94367209,9.232241761
22,9.4951296
22.00236904,9.50542363
22.00710713,9.52601169
22.01184521,9.54659975
22.01867272,9.576266824
22.02550022,9.605933899
22.03232773,9.635600973
22.03915523,9.665268048
22.04598274,9.694935122
22.05460005,9.732379293
22.06588788,9.78142752
22.07560433,9.823647729
22.08532079,9.865867939
22.09503724,9.908088148
22.10475369,9.950308357
22.11447014,9.992528567
22.12802313,10.05141937
22.14157611,10.11031017
22.15512909,10.16920098
22.16588069,10.21591916
22.1766323,10.26263734
22.19380702,10.33726543
22.21098174,10.41189352
22.22418921,10.46928303
22.23739669,10.52667255
22.25571115,10.60625307
22.27402561,10.68583359
22.29234007,10.76541411
22.31065453,10.84499463
22.33125462,10.93450672
22.35185471,11.02401881
22.3724548,11.11353091
22.39505228,11.21172215
22.41764977,11.3099134
22.44024725,11.40810465
22.46828012,11.52991387
22.49631299,11.65172308
22.5,11.667744
22.50368701,11.68376492
22.51106104,11.71580676
22.53544579,11.82176406
22.56683874,11.95817364
22.60770134,12.13573096
22.64856393,12.31328828
22.70034383,12.53828379
22.75212373,12.7632793
22.83911756,13.1412874
22.90685351,13.43561558
23,13.8403584
23.00241316,13.85162086
23.00723949,13.87414579
23.01206581,13.89667072
23.01888906,13.92851549
23.02571231,13.96036026
23.03253556,13.99220502
23.03935881,14.02404979
23.04618205,14.05589455
23.05523622,14.09815125
23.06739516,14.1548982
23.0795541,14.21164515
23.09171304,14.26839211
23.10093411,14.31142775
23.11015518,14.35446338
23.11937625,14.39749902
23.1307747,14.4506967
23.14217315,14.50389438
23.1535716,14.55709205
23.16497005,14.61028973
23.1763685,14.66348741
23.19475872,14.74931638
23.21314895,14.83514535
23.22681303,14.89891695
23.24047711,14.96268854
23.26100251,15.0584826
23.28152792,15.15427666
23.29782025,15.23031457
23.31411258,15.30635249
23.33244617,15.39191713
23.35077976,15.47748177
23.36911335,15.56304642
23.39191531,15.66946539
23.41471727,15.77588437
23.43751923,15.88230335
23.46549378,16.01286331
23.49346833,16.14342327
23.5,16.1739072
23.50520472,16.19819814
23.51561416,16.24678002
23.540298,16.36198188
23.57679319,16.53230852
23.62490842,16.756867
23.67302365,16.98142547
23.73633552,17.27690812
23.79964738,17.57239076
23.88165051,17.95510737
23.98045163,18.41622186
24,18.507456
24.00238927,18.51822246
24.00716782,18.53975538
24.01194637,18.5612883
24.02053594,18.59999428
24.0291255,18.63870026
24.03771507,18.67740625
24.04630463,18.71611223
24.05689515,18.76383481
24.0709318,18.82708626
24.08780512,18.90312021
24.10002412,18.95818102
24.11224312,19.01324183
24.12446212,19.06830265
24.13894526,19.133566
24.15342839,19.19882936
24.16791152,19.26409271
24.18239465,19.32935606
24.20405198,19.42694751
24.2257093,19.52453896
24.24736663,19.6221304
24.26902396,19.71972185
24.2950164,19.83684806
24.31535785,19.92850996
24.34404741,20.05778979
24.37273697,20.18706963
24.40142653,20.31634946
24.43314957,20.45929866
24.46487261,20.60224786
24.5,20.7605376
24.50316146,20.77478368
24.50948439,20.80327583
24.52878642,20.89025389
24.56224717,21.04103351
24.59570793,21.19181313
24.64629814,21.41978089
24.69688835,21.64774865
24.79141612,22.07370619
24.86257409,22.39435564
24.96257409,22.84497196
25,23.0136192
25.00182191,23.02124259
25.00546572,23.03648937
25.00910953,23.05173616
25.01686587,23.08419098
25.02462222,23.11664581
25.03237856,23.14910064
25.04013491,23.18155547
25.04789125,23.2140103
25.0556476,23.24646512
25.06726786,23.29508771
25.07888812,23.3437103
25.09050838,23.39233289
25.09935828,23.42936348
25.10820818,23.46639407
25.11705808,23.50342466
25.12904921,23.55359907
25.14104033,23.60377348
25.15303146,23.65394789
25.16502259,23.70412231
25.17701372,23.75429672
25.19416763,23.82607374
25.21132154,23.89785075
25.22436485,23.95242777
25.23740815,24.0070048
25.25570196,24.08355149
25.27399578,24.16009819
25.29228959,24.23664489
25.3105834,24.31319159
25.33155767,24.40095411
25.35253194,24.48871664
25.37350622,24.57647917
25.39596332,24.67044631
25.41842043,24.76441344
25.44087753,24.85838058
25.46853752,24.97411812
25.49619751,25.08985566
25.5,25.1057664
25.51667767,25.17555066
25.550033,25.31511919
25.58338833,25.45468772
25.62940321,25.64722753
25.67541809,25.83976734
25.74025559,26.11106651
25.80509308,26.38236568
25.89229245,26.74723351
25.97949182,27.11210134
26,27.1979136
26.0006091,27.1983057
26.00182731,27.19908991
26.00304552,27.19987412
26.00497755,27.20111784
26.00791869,27.20301116
26.01085982,27.20490448
26.0127724,27.20613568
26.0127724,27.20613568
26.01347053,27.20658508
26.01359619,27.20666598
26.01384751,27.20682777
26.01423111,27.2070747
26.0146147,27.20732163
26.01489573,27.20750254
26.01524052,27.2077245
26.01558532,27.20794646
26.01593011,27.20816841
26.01765408,27.2092782
26.01866941,27.2099318
26.01968474,27.21058541
26.02021079,27.21092405
26.02073685,27.21126269
26.02113818,27.21152104
26.02314483,27.2128128
26.02386939,27.21327922
26.02431474,27.21356591
26.02476009,27.2138526
26.02520544,27.21413929
26.02551903,27.21434116
26.02708699,27.21535051
26.02865495,27.21635987
26.02940789,27.21684457
26.03016083,27.21732926
26.03091377,27.21781395
26.0316667,27.21829865
26.03368848,27.21960014
26.034624,27.22020237
26.03555952,27.2208046
26.03682116,27.22161676
26.03772102,27.22219604
26.03862087,27.22277531
26.03952073,27.22335458
26.04042058,27.22393385
26.04286347,27.22550643
26.04530635,27.227079
26.0466657,27.22795407
26.04802505,27.22882913
26.04938439,27.22970419
26.05074374,27.23057925
26.05210309,27.23145432
26.05545225,27.2336103
26.05880142,27.23576629
26.06215059,27.23792227
26.06371051,27.23892645
26.06527044,27.23993063
26.06651308,27.24073057
26.06775573,27.24153051
26.06998139,27.24296325
26.07220704,27.24439599
26.07350381,27.24523077
26.07480058,27.24606554
26.07609735,27.24690032
26.07709879,27.24754499
26.07800576,27.24812884
26.07891273,27.24871269
26.08000193,27.24941385
26.08109114,27.25011501
26.08333733,27.25156098
26.08558353,27.25300694
26.0866572,27.2536981
26.08773086,27.25438926
26.08858119,27.25493664
26.09138293,27.25674023
26.09418466,27.25854381
26.09535426,27.25929673
26.09652387,27.26004964
26.09746823,27.26065756
26.09841259,27.26126548
26.09935695,27.2618734
26.10382693,27.2647509
26.10829692,27.2676284
26.11470749,27.27175512
26.1188333,27.27441107
26.12295912,27.27706701
26.12533004,27.27859326
26.12663307,27.27943207
26.12741993,27.2799386
26.12820678,27.28044513
26.12883574,27.28085001
26.13198052,27.28287442
26.1351253,27.28489884
26.13827008,27.28692325
26.13990719,27.28797712
26.1415443,27.28903099
26.14275595,27.28981098
26.14396761,27.29059096
26.14675275,27.29238386
26.14953788,27.29417676
26.15232302,27.29596966
26.15510816,27.29776256
26.1578933,27.29955545
26.16067844,27.30134835
26.16346358,27.30314125
26.16624871,27.30493415
26.16968761,27.3071479
26.17312651,27.30936165
26.17656541,27.31157539
26.18000431,27.31378914
26.18344321,27.31600289
26.18688211,27.31821664
26.190321,27.32043039
26.1937599,27.32264414
26.1971988,27.32485788
26.19927971,27.32619744
26.20136061,27.327537
26.20300227,27.32859379
26.20464393,27.32965059
26.20857735,27.33218268
26.21251077,27.33471477
26.21768245,27.33804398
26.22285413,27.34137319
26.22812647,27.34476719
26.2333988,27.34816119
26.23867114,27.35155519
26.24394347,27.35494919
26.24811,27.35763134
26.25081893,27.35937517
26.25352785,27.36111901
26.25623677,27.36286285
26.25832859,27.36420943
26.26239487,27.36682704
26.26646115,27.36944466
26.27052743,27.37206228
26.27573798,27.3754165
26.28274157,27.37992498
26.28974517,27.38443346
26.29533275,27.3880304
26.30092034,27.39162734
26.3053012,27.39444746
26.30968206,27.39726759
26.31406292,27.40008771
26.31844379,27.40290784
26.3217004,27.40500425
26.32495702,27.40710065
26.33115669,27.41109161
26.33946718,27.41644139
26.34631656,27.42085059
26.35316593,27.42525979
26.36001531,27.42966899
26.36522026,27.43301962
26.37042522,27.43637024
26.37563018,27.43972087
26.38083513,27.44307149
26.38719465,27.44716535
26.39505556,27.45222572
26.40191066,27.45663861
26.40876577,27.46105149
26.41562087,27.46546438
26.42247598,27.46987727
26.42933108,27.47429016
26.43618618,27.47870305
26.44304129,27.48311594
26.4517631,27.4887305
26.46048492,27.49434506
26.46920674,27.49995962
26.47792855,27.50557418
26.48665037,27.51118874
26.49537219,27.5168033
26.5,27.5197824
26.50261962,27.52146875
26.50785886,27.52484144
26.51309809,27.52821414
26.52291833,27.53453579
26.53273856,27.54085744
26.5425588,27.5471791
26.55237903,27.55350075
26.56219927,27.55982241
26.57479053,27.56792788
26.58606722,27.57518711
26.59734392,27.58244634
26.60862061,27.58970557
26.61989731,27.5969648
26.631174,27.60422404
26.64402144,27.61249442
26.65686888,27.6207648
26.66971632,27.62903518
26.68256376,27.63730556
26.70029213,27.64871798
26.71802051,27.6601304
26.73574888,27.67154282
26.75347726,27.68295524
26.77948147,27.69969513
26.79869189,27.7120616
26.81790231,27.72442807
26.83711273,27.73679454
26.85632315,27.74916101
26.87553357,27.76152748
26.90563042,27.78090195
26.93572727,27.80027643
26.94093048,27.80362593
26.94093048,27.80362593
26.95940278,27.81551724
27,27.8416512
27.00065884,27.84249944
27.00197653,27.84419593
27.00329421,27.84589242
27.00539667,27.84859928
27.00853162,27.85263544
27.01093374,27.85572812
27.01394033,27.85959903
27.01633985,27.86268835
27.01996788,27.86735936
27.02359592,27.87203036
27.02722395,27.87670136
27.03085198,27.88137236
27.03448002,27.88604337
27.03685858,27.8891057
27.03846613,27.89117539
27.04007368,27.89324507
27.04130591,27.89483153
27.04660809,27.90165796
27.05191027,27.90848439
27.0603535,27.91935484
27.06573629,27.92628504
27.07111907,27.93321524
27.07406009,27.93700173
27.07591796,27.9393937
27.07777584,27.94178566
27.07963371,27.94417762
27.08149158,27.94656959
27.08334945,27.94896155
27.08520733,27.95135352
27.0870652,27.95374548
27.09209561,27.96022201
27.09712601,27.96669853
27.10215642,27.97317505
27.10821397,27.980974
27.11607882,27.9910998
27.12267777,27.99959578
27.12927672,28.00809177
27.13587567,28.01658776
27.14247462,28.02508374
27.14907357,28.03357973
27.15567252,28.04207571
27.16227147,28.0505717
27.17044477,28.06109461
27.17865264,28.07166204
27.18686051,28.08222947
27.19506838,28.0927969
27.20327625,28.10336433
27.21148412,28.11393176
27.21969199,28.12449919
27.22789986,28.13506662
27.23729839,28.14716699
27.24669692,28.15926737
27.25609545,28.17136774
27.26549398,28.18346812
27.27489252,28.1955685
27.28429105,28.20766887
27.29911652,28.2267563
27.31394199,28.24584373
27.3244463,28.25936777
27.33495061,28.27289181
27.34545492,28.28641584
27.35828291,28.30293155
27.37111089,28.31944727
27.38393887,28.33596298
27.39676685,28.35247869
27.40959484,28.3689944
27.42396105,28.38749054
27.43832727,28.40598668
27.45269348,28.42448283
27.46705969,28.44297897
27.48469361,28.4656822
27.5,28.4853888
27.51530639,28.5050954
27.54591918,28.54450861
27.57653197,28.58392181
27.60714476,28.62333502
27.63775754,28.66274822
27.66837033,28.70216143
27.69898312,28.74157463
27.74511283,28.80096548
27.77940374,28.84511419
27.84093908,28.92433941
27.88438306,28.98027246
27.94271427,29.05537245
28,29.1291264
28.00038238,29.13072637
28.00114713,29.13392632
28.00191188,29.13712627
28.00313552,29.14224632
28.00537648,29.15162319
28.00633165,29.15561989
28.00728682,29.15961659
28.00824198,29.16361329
28.00919715,29.16760999
28.01171684,29.17815309
28.01423652,29.18869619
28.01521757,29.19280121
28.01619863,29.19690622
28.01717968,29.20101124
28.01816073,29.20511625
28.01926495,29.2097366
28.02036916,29.21435696
28.02105763,29.21723773
28.02174611,29.22011851
28.02225796,29.22226027
28.02298467,29.22530101
28.0260625,29.23817955
28.02914032,29.2510581
28.03287244,29.26667436
28.03660455,29.28229062
28.04033666,29.29790688
28.04406878,29.31352314
28.04780089,29.3291394
28.0524963,29.34878639
28.05719172,29.36843338
28.06260095,29.39106719
28.06801018,29.413701
28.07341941,29.43633481
28.07882863,29.45896861
28.08423786,29.48160242
28.08849215,29.4994036
28.09274643,29.51720477
28.09700071,29.53500595
28.101255,29.55280712
28.10638895,29.5742891
28.11271129,29.60074362
28.11852689,29.6250778
28.12434249,29.64941198
28.13015809,29.67374615
28.13597369,29.69808033
28.14178928,29.72241451
28.14760488,29.74674868
28.15342048,29.77108286
28.15923608,29.79541704
28.16505168,29.81975122
28.17369713,29.85592631
28.18234257,29.8921014
28.19098802,29.9282765
28.19728657,29.9546315
28.20358513,29.98098651
28.20988368,30.00734151
28.21618223,30.03369651
28.22248079,30.06005152
28.23285081,30.10344275
28.24322084,30.14683398
28.25112167,30.17989339
28.2590225,30.21295279
28.26692333,30.2460122
28.27482416,30.2790716
28.28272499,30.31213101
28.29731492,30.37317957
28.30761532,30.41627944
28.31791571,30.45937931
28.3282161,30.50247918
28.33851649,30.54557904
28.34881688,30.58867891
28.35922259,30.63221946
28.36962829,30.67576
28.380034,30.71930055
28.39043971,30.7628411
28.40084542,30.80638164
28.41423475,30.86240656
28.42762409,30.91843147
28.44101342,30.97445639
28.45440275,31.0304813
28.46779209,31.08650622
28.48248752,31.14799621
28.49718294,31.20948621
28.5,31.2212736
28.5077204,31.25357803
28.5231612,31.31818689
28.538602,31.38279574
28.5563254,31.45695565
28.57404879,31.53111555
28.59177219,31.60527545
28.61525663,31.70354128
28.63874108,31.80180712
28.66222553,31.90007296
28.69397149,32.0329074
28.72571745,32.16574184
28.75746341,32.29857629
28.78920937,32.43141073
28.82095533,32.56424517
28.86439487,32.74600902
28.90783442,32.92777286
28.96114647,33.15084621
29,33.3134208
29.00068671,33.31452596
29.00206014,33.31673627
29.00343356,33.31894658
29.00569815,33.32259108
29.008979,33.3278711
29.01225986,33.33315113
29.01554071,33.33843115
29.01696485,33.34072308
29.01781081,33.34208453
29.01860215,33.34335806
29.01860215,33.34335806
29.01872344,33.34355326
29.01879622,33.34367038
29.01894176,33.34390461
29.01966951,33.3450758
29.02164819,33.34826018
29.02318863,33.35073928
29.02410466,33.35221349
29.02460798,33.3530235
29.0251113,33.35383351
29.0255037,33.35446503
29.02746572,33.35762259
29.03018641,33.36200112
29.03107787,33.36343578
29.03196933,33.36487045
29.03249586,33.36571782
29.0330224,33.36656519
29.03565505,33.37080205
29.03828771,33.3750389
29.03948582,33.37696707
29.04068393,33.37889524
29.04188204,33.38082341
29.04308015,33.38275158
29.04608517,33.38758768
29.04909018,33.39242379
29.05329959,33.39919818
29.05671407,33.40469325
29.06012855,33.41018832
29.06354303,33.41568339
29.06695751,33.42117846
29.06964549,33.42550436
29.07233348,33.42983025
29.07375775,33.43212239
29.07518202,33.43441454
29.0766063,33.43670668
29.07941469,33.44122636
29.08222309,33.44574603
29.08337062,33.44759281
29.08451815,33.44943958
29.08547543,33.45098017
29.08630979,33.45232294
29.08630979,33.45232294
29.08653986,33.45269321
29.087,33.45343373
29.08812779,33.45524873
29.090374,33.45886365
29.09411336,33.46488158
29.09587581,33.46771796
29.09763826,33.47055434
29.0988177,33.47245248
29.09999715,33.47435061
29.10496999,33.48235362
29.10994282,33.49035662
29.11638651,33.50072673
29.12070359,33.50767439
29.12502066,33.51462205
29.12684069,33.5175511
29.12866071,33.52048014
29.12990393,33.52248091
29.13114715,33.52448167
29.13509206,33.53083039
29.13903697,33.53717911
29.14298188,33.54352783
29.14485578,33.54654357
29.145969,33.54833513
29.14708221,33.55012668
29.1479546,33.55153065
29.15044061,33.5555315
29.15464958,33.56230517
29.15885855,33.56907885
29.16428727,33.57781553
29.1714053,33.58927089
29.17852333,33.60072625
29.18368586,33.60903453
29.18884838,33.61734281
29.19126524,33.62123237
29.1936821,33.62512193
29.19536202,33.62782549
29.19704193,33.63052905
29.19872185,33.63323261
29.20333013,33.64064893
29.20793842,33.64806524
29.2125467,33.65548156
29.21833732,33.66480066
29.22561336,33.67651031
29.23158615,33.68612258
29.23755893,33.69573485
29.24353172,33.70534711
29.24950451,33.71495938
29.25547729,33.72457164
29.26145008,33.73418391
29.26742286,33.74379618
29.27111519,33.7497384
29.27480752,33.75568063
29.27771639,33.760362
29.28508485,33.77222039
29.29002071,33.7801639
29.29495658,33.7881074
29.29989245,33.79605091
29.30345054,33.80177711
29.30912398,33.81090762
29.31479742,33.82003814
29.32047086,33.82916866
29.3261443,33.83829917
29.33372419,33.85049783
29.34414925,33.86727533
29.35457431,33.88405283
29.36230133,33.89648828
29.37002836,33.90892372
29.37775539,33.92135916
29.38548241,33.93379461
29.39320944,33.94623005
29.4056274,33.96621483
29.41512483,33.98149945
29.42462225,33.99678407
29.43411967,34.01206869
29.4436171,34.02735331
29.45311452,34.04263794
29.46385932,34.05993001
29.47460412,34.07722209
29.48534892,34.09451417
29.49609372,34.11180625
29.5,34.1180928
29.50288708,34.12273911
29.50866124,34.13203172
29.5144354,34.14132433
29.52793973,34.16305744
29.5384533,34.17997739
29.54896688,34.19689735
29.55948045,34.21381731
29.57301135,34.23559319
29.58594159,34.25640238
29.59887183,34.27721158
29.61180206,34.29802078
29.6247323,34.31882998
29.64253477,34.34748028
29.66033725,34.37613059
29.67813973,34.4047809
29.6959422,34.43343121
29.72233435,34.47590525
29.74162261,34.50694669
29.76091087,34.53798814
29.78838149,34.58219783
29.81585212,34.62640752
29.84332275,34.67061721
29.87105625,34.71524995
29.89878975,34.7598827
29.93671181,34.82091233
29.97463386,34.88194196
30,34.9227648
30.00095537,34.92384107
30.00286612,34.9259936
30.00477686,34.92814613
30.00799776,34.9317746
30.01188987,34.93615922
30.01457734,34.93918677
30.01618836,34.94100165
30.01779939,34.94281654
30.01941041,34.94463142
30.02134938,34.94681575
30.0256953,34.9517116
30.03004121,34.95660745
30.03438712,34.9615033
30.03873304,34.96639915
30.04307895,34.971295
30.04742487,34.97619085
30.05322895,34.98272939
30.06147214,34.99201568
30.06971534,35.00130197
30.07561211,35.00794493
30.08150889,35.01458789
30.08740567,35.02123085
30.09330244,35.02787381
30.09919922,35.03451677
30.105096,35.04115973
30.11245308,35.04944778
30.12069756,35.05873553
30.12894204,35.06802327
30.13718653,35.07731102
30.14358679,35.08452118
30.14998705,35.09173133
30.15638731,35.09894149
30.16278758,35.10615165
30.17127694,35.11571526
30.1793951,35.1248607
30.18751325,35.13400613
30.19563141,35.14315156
30.20374956,35.15229699
30.21186772,35.16144243
30.21998587,35.17058786
30.22976847,35.18160836
30.23965703,35.19274823
30.2495456,35.20388809
30.25943416,35.21502796
30.26932272,35.22616783
30.27921128,35.2373077
30.28909985,35.24844757
30.30014011,35.26088488
30.31118037,35.27332218
30.32222063,35.28575949
30.3332609,35.2981968
30.34430116,35.3106341
30.36277756,35.33144852
30.37751707,35.34805319
30.39225659,35.36465785
30.4069961,35.38126251
30.42659889,35.40334586
30.44620169,35.42542921
30.46580448,35.44751255
30.48540727,35.4695959
30.5,35.4860352
30.51189469,35.49943506
30.53568407,35.52623477
30.55947346,35.55303448
30.5900852,35.58751985
30.62069694,35.62200523
30.65266812,35.65802207
30.68463931,35.69403891
30.7264459,35.74113574
30.76825249,35.78823257
30.82145203,35.84816403
30.87465158,35.90809549
30.93726474,35.97863177
31,36.0493056
31.00075925,36.04942779
31.00227774,36.04967217
31.00379623,36.04991654
31.00604671,36.05027872
31.00734849,36.05048822
31.00734849,36.05048822
31.00734849,36.05048822
31.0080076,36.0505943
31.00877952,36.05071853
31.01032336,36.05096698
31.0118672,36.05121544
31.01451101,36.05164092
31.01715482,36.0520664
31.01870034,36.05231513
31.02024587,36.05256386
31.02154301,36.05277261
31.02284015,36.05298137
31.02565616,36.05343456
31.02847218,36.05388775
31.0312882,36.05434095
31.03410422,36.05479414
31.03692024,36.05524734
31.03973625,36.05570053
31.04255227,36.05615372
31.04459983,36.05648325
31.04870814,36.05714441
31.05281644,36.05780558
31.05692474,36.05846675
31.06057988,36.05905499
31.06423502,36.05964322
31.06789017,36.06023146
31.07067414,36.0606795
31.07345811,36.06112754
31.07683609,36.06167117
31.0795163,36.06210251
31.0821965,36.06253385
31.08487671,36.06296518
31.08835692,36.06352527
31.09183712,36.06408535
31.09531733,36.06464544
31.09879753,36.06520552
31.10309935,36.06589783
31.10740117,36.06659014
31.1139414,36.06764269
31.11910983,36.06847447
31.12427826,36.06930625
31.12944668,36.07013802
31.13461511,36.0709698
31.13867973,36.07162394
31.14274435,36.07227808
31.14680897,36.07293221
31.15087359,36.07358635
31.15493821,36.07424049
31.15900283,36.07489462
31.1640177,36.07570169
31.17041504,36.07673124
31.17550474,36.07755035
31.18059443,36.07836946
31.18568413,36.07918856
31.19077383,36.08000767
31.19586352,36.08082678
31.20095322,36.08164589
31.20604291,36.08246499
31.21113261,36.0832841
31.21622231,36.08410321
31.22282933,36.0851665
31.23245472,36.08671556
31.23909962,36.08778495
31.24574452,36.08885435
31.25238942,36.08992374
31.25903431,36.09099313
31.26567921,36.09206252
31.27232411,36.09313192
31.27896901,36.09420131
31.28789507,36.09563782
31.29682114,36.09707433
31.3057472,36.09851084
31.31242107,36.0995849
31.31909494,36.10065895
31.32576881,36.10173301
31.33244268,36.10280706
31.34192402,36.10433294
31.34998854,36.1056308
31.35805306,36.10692865
31.36611757,36.10822651
31.37418209,36.10952437
31.3822466,36.11082223
31.39031112,36.11212009
31.40063498,36.11378155
31.40968282,36.11523766
31.41873067,36.11669377
31.42777851,36.11814988
31.43682635,36.11960599
31.44587419,36.1210621
